City,MCC,MNC,LAC,CID,BSC,BSIC,ARFCN,BAND,F_DL (MHz),RXLEV (dBm),RXQUAL,SNR (dB),UL Speed (kbps),DL Speed (kbps),Latitude,Longitude,Speed (m/s),Height (m),Connection Type
Lucknow,405,860,2878,34798,28,29,22,900 MHz,943.1226565941380,-69,6,25.20226101322570,113,322,26.944956602426600,80.85045008982810,10.401744694647300,269.98486782393400,Voice
Lucknow,405,861,7877,17328,19,4,13,2100 MHz,948.2491426630400,-71,0,17.631813797315500,837,1429,26.756176752923500,80.86089888694100,18.254365598032300,95.74919435839890,Data
Lucknow,405,865,2869,74968,49,32,75,900 MHz,948.3746844481820,-53,5,26.420154586156800,525,539,26.855164433359900,80.93997353278000,15.426833471617900,193.74295979542400,Voice
Lucknow,405,874,5537,30187,44,49,103,900 MHz,940.754121795556,-77,4,29.29354390148280,514,224,26.763625135535700,80.88780438916020,4.613586868938190,237.72285846384200,WiFi
Lucknow,405,861,6080,68680,34,25,60,2100 MHz,958.8642714707300,-104,4,15.427086826070400,827,545,26.94277252229940,80.9945392776693,17.89726595589950,112.92551626813200,Voice
Lucknow,405,868,2277,86134,38,62,57,900 MHz,945.9425549182180,-99,2,14.60663470748970,588,509,26.931106984993800,81.02163672317290,4.290660914912180,89.13430902823180,WiFi
Lucknow,405,862,8454,23231,33,35,5,2100 MHz,945.3263244031900,-52,2,20.335787272253700,152,1404,26.8518703957355,80.89582821235280,12.386195243424600,231.0107794315910,Data
Lucknow,405,865,5930,99938,37,16,8,1800 MHz,940.9884229837210,-91,3,19.609227226929400,334,1999,26.868281446166300,81.03842927329900,19.9159754342489,173.00237359176900,WiFi
Lucknow,405,873,5238,46976,38,9,10,2100 MHz,949.0879703058960,-51,1,22.992574790645900,323,1344,26.865792655466200,80.87841378743320,10.007108902099600,72.5878659054711,Voice
Lucknow,405,864,9911,12344,14,46,126,1800 MHz,951.7269151751970,-85,1,28.427628225512600,973,113,26.927968281835500,80.87658910583260,18.10556016752420,101.5551650014590,WiFi
Lucknow,405,867,5183,35265,40,32,63,1800 MHz,959.7763782767150,-65,3,28.765797229218800,98,1604,26.84376647355930,80.97315800230760,15.526118774023300,158.92927132217900,Data
Lucknow,405,863,8878,99817,10,1,19,2100 MHz,935.8738606126600,-99,1,9.930094118379890,828,1780,26.85897533313170,80.87480102660520,0.6865045403583840,55.38933769358040,Voice
Lucknow,405,868,5495,46090,22,30,121,1800 MHz,939.3659938712630,-100,2,18.725431948330400,528,1978,26.90378204218400,80.91320644283090,14.340348774262200,1.4573958428962100,Voice
Lucknow,405,865,2509,99569,42,11,24,2100 MHz,939.8966210396480,-56,1,29.823476741092300,806,1231,26.76325306090810,81.02331784532980,5.720392492930990,42.1219138283374,Data
Lucknow,405,860,9638,51232,20,25,22,900 MHz,956.6371193144770,-77,2,2.6007883632031400,678,779,26.832023486536000,80.91142910750620,16.41612662459630,119.44786228630300,Voice
Lucknow,405,870,6223,27211,30,10,88,1800 MHz,955.2248872299200,-63,6,21.103744633223700,985,1370,26.90308461726750,80.90725099463510,14.342917728146500,268.12403521697000,WiFi
Lucknow,405,870,2942,37436,43,32,79,1800 MHz,936.8621921554230,-85,4,2.6745880001676500,938,781,26.788389251008000,80.99244878662980,9.028422059337120,152.52436789460100,WiFi
Lucknow,405,864,2205,27442,24,14,102,2100 MHz,955.1700240170530,-76,3,0.6879177714802610,929,872,26.922263354334800,80.85741649442290,1.5044850384885200,26.987932583756200,Voice
Lucknow,405,869,9851,31529,23,30,38,1800 MHz,954.3758780163790,-61,5,26.867821373848700,429,124,26.817657640642500,81.03163063455140,6.8221526489296400,94.71738450424760,Data
Lucknow,405,864,6233,56225,13,35,31,1800 MHz,948.0463387255500,-72,6,6.474942179366080,344,703,26.7910892838626,81.01144357964390,17.779997931349500,149.3027528909510,Data
Lucknow,405,870,6191,52319,46,26,11,900 MHz,957.5750796732320,-90,1,0.652159667067822,135,727,26.909076302538000,80.98918200332010,14.959148067562500,242.00577295495700,Data
Lucknow,405,867,4852,42948,24,3,120,2100 MHz,942.1921153958290,-61,0,1.1231035874606000,246,998,26.83814782229310,80.92891667895070,4.715326347613050,191.03770403632200,Data
Lucknow,405,863,9649,75176,13,52,49,2100 MHz,935.7924127753820,-56,6,16.398729528775400,642,1727,26.787958185543300,81.04595343424820,1.869362403804730,154.22551382314500,WiFi
Lucknow,405,871,8701,96067,48,38,118,2100 MHz,946.7359616093190,-102,2,5.174856012057120,646,329,26.80105050217000,80.89244699227110,4.434890049514750,131.85034749643200,WiFi
Lucknow,405,867,4742,24485,45,43,122,900 MHz,942.3288792158120,-105,3,25.827158773533800,864,1006,26.762336522741700,80.9178578354196,3.3712153895974100,236.1396750647000,WiFi
Lucknow,405,864,7907,74153,44,8,84,900 MHz,945.120389424719,-77,5,1.59494772848626,804,1141,26.871344716931700,80.90721960366810,7.249794364806020,204.8524773232360,Voice
Lucknow,405,874,1875,22848,49,41,14,900 MHz,949.8036151496760,-59,4,21.78470620554170,163,564,26.772867481236100,80.99672698428290,15.22027150674850,284.44825816757300,Data
Mumbai,405,864,7839,78393,26,13,115,1800 MHz,948.3136048959710,-74,7,17.06,407,1283,29.59934,92.737546,7.877759324332990,270.88783060647100,Data
Mumbai,405,874,5230,75699,49,62,116,1800 MHz,952.3381769240620,-102,6,13.95,265,391,32.142568,87.667803,18.044632064914500,132.07361443580100,Data
Mumbai,405,864,1681,49744,39,25,29,1800 MHz,936.0572640632080,-75,5,27.94,64,229,15.334713,79.125361,0.3737507288047340,124.70752863806900,Data
Mumbai,405,864,3299,28552,20,60,38,900 MHz,941.3866304093170,-99,4,9.79,95,1701,33.270314,82.134102,7.437668648186370,97.09524869266160,Data
Mumbai,405,872,5084,86942,48,34,28,900 MHz,940.0475350348150,-77,4,25.37,194,1989,15.272816,84.821144,7.27283316922885,233.93214914994100,Data
Mumbai,405,874,7806,80949,3,48,62,900 MHz,958.7417482260680,-96,7,17.31,220,1487,27.792919,90.269128,16.051667314046000,131.87499631677800,WiFi
Mumbai,405,872,2195,56280,29,0,110,1800 MHz,944.4661758396710,-96,7,12.47,244,1248,33.400185,81.173759,0.4021388756205260,200.78308276287900,Data
Mumbai,405,874,5941,46579,10,25,76,900 MHz,940.6644893774320,-93,3,17.22,498,1349,24.851482,88.191698,7.035137036814540,169.86105722503500,Data
Mumbai,405,872,9150,56243,33,7,69,900 MHz,939.5382762671230,-67,7,20.47,278,1907,36.286652,84.089656,6.892427894724120,346.5402225396370,WiFi
Mumbai,405,868,5370,56249,7,59,80,900 MHz,936.8587384868250,-61,5,24.47,299,1093,10.086196,87.886356,12.723588656950600,477.0146798534450,WiFi
Mumbai,405,868,8981,51911,12,14,24,1800 MHz,958.6027255780150,-110,0,27.28,57,735,27.811734,95.619125,17.37666298848470,334.8040380190810,WiFi
Mumbai,405,864,8809,44742,42,23,62,900 MHz,942.9858737699690,-103,6,9.93,69,1631,22.63314,68.462974,7.937467484892610,219.1507317099040,WiFi
Mumbai,405,868,6555,95453,20,41,35,1800 MHz,954.7467245320350,-94,7,27.45,396,1870,26.477707,93.350345,17.713523900631800,255.8312348098920,WiFi
Mumbai,405,872,9239,24548,15,17,57,900 MHz,935.092506757191,-100,3,27.2,257,1447,17.449235,82.759892,0.6569541857119330,111.00219295632200,Data
Mumbai,405,874,6224,73972,34,50,22,1800 MHz,946.883840445584,-81,3,19.8,150,1789,20.249575,93.944118,13.999019399405500,360.9175891875040,WiFi
Mumbai,405,874,5810,20511,14,0,89,1800 MHz,936.2310389180750,-97,7,14.25,454,282,30.733847,73.051737,11.694481282486300,236.63934656424700,WiFi
Mumbai,405,868,5366,50303,36,53,41,1800 MHz,946.1268387863680,-76,3,7.9,174,1342,23.124732,94.024899,18.369624979528900,286.28032282704000,Data
Mumbai,405,874,7781,42816,29,55,52,1800 MHz,953.643496919411,-101,5,26.08,448,973,11.859663,70.821869,17.039238377430700,154.62326651046400,WiFi
Mumbai,405,864,3470,81224,44,36,48,1800 MHz,944.7462726646570,-90,5,26.19,85,1987,23.119462,92.380697,3.9224360806963000,159.08942848654600,Data
Mumbai,405,872,5142,66502,30,11,54,1800 MHz,941.591390752036,-79,1,24.36,150,944,30.74404,87.070572,16.98634932417550,417.6612195050620,WiFi
Mumbai,405,868,5888,56517,36,36,51,900 MHz,950.0605801659650,-60,4,20.87,260,272,22.262401,80.592996,5.383823402585740,148.7825014215850,WiFi
Mumbai,405,872,9343,70798,26,53,10,1800 MHz,958.2726551361470,-63,7,21.69,252,1620,14.490996,80.428928,18.485250153977900,135.6528059433470,WiFi
Mumbai,405,868,6673,86734,5,26,37,1800 MHz,951.4598935741890,-102,5,27.89,389,981,19.365207,90.431496,18.48252588040040,253.79735302518400,WiFi
Mumbai,405,872,2896,82584,42,56,4,1800 MHz,959.2441364670970,-78,5,21.12,162,664,29.045239,92.168905,13.800822490315200,85.07046922384390,Data
Mumbai,405,868,7365,47158,38,12,122,900 MHz,950.484630809467,-67,7,26.12,97,427,29.344116,91.858803,11.794771805000400,132.94222065036100,WiFi
Mumbai,405,864,3283,89850,16,7,58,1800 MHz,951.4748585060000,-83,4,5.97,235,330,18.960951,93.468901,0.968531724591264,264.10558920542400,WiFi
Mumbai,405,874,8791,81669,21,19,100,1800 MHz,946.4548218166260,-64,1,5.48,189,534,27.268697,77.223067,17.910050913037500,220.20936754806000,WiFi
Mumbai,405,864,5262,37441,22,29,27,1800 MHz,954.840064375096,-66,5,29.21,413,301,8.63617,78.002118,3.554661660907400,409.2134748966120,Data
Mumbai,405,874,1583,28323,19,44,9,1800 MHz,940.4812106202580,-100,4,11.99,151,1233,32.284656,87.128605,17.25832691050140,353.0111382551280,WiFi
Mumbai,405,868,2505,47764,45,18,98,1800 MHz,939.2493259010120,-101,7,7.88,59,819,18.486023,82.032969,12.576498079977700,178.68223273866500,WiFi
Mumbai,405,872,2106,64421,49,45,89,1800 MHz,938.0362580994590,-84,0,7.47,98,1215,21.989426,85.981016,14.927404753424100,23.352379909575700,WiFi
Mumbai,405,868,5212,45124,49,59,86,900 MHz,946.5769392793670,-61,7,24.22,184,1982,29.067168,74.006439,7.236702284756180,244.61843711074000,WiFi
Mumbai,405,872,7047,39228,37,38,95,1800 MHz,940.943656542398,-65,7,14.74,337,1308,10.621867,78.498346,0.5211330396672080,496.3199327464050,Data
Mumbai,405,864,1525,60878,30,48,36,1800 MHz,954.0303816774850,-98,7,17.12,168,800,22.656251,92.98298,12.044817945165700,132.1551310005430,Data
Mumbai,405,874,4930,50398,37,36,31,900 MHz,936.6920046334250,-92,0,14.23,404,415,32.558025,94.784772,3.471639810915470,451.4489505615320,WiFi
Mumbai,405,864,9216,36253,45,5,78,900 MHz,945.819415828264,-94,6,28.45,54,1578,19.259006,76.111764,10.86675508116110,479.3766352906400,Data
Mumbai,405,868,7844,81146,3,33,39,1800 MHz,939.7032015354290,-89,0,10.43,219,1754,26.426839,69.754114,14.454413918498300,197.96793059870800,Data
Mumbai,405,872,2979,88251,40,22,11,1800 MHz,946.3145743843,-61,3,26.85,500,928,29.059227,77.136398,9.643602738478430,425.7496761290550,Data
Mumbai,405,868,6773,21069,2,13,99,900 MHz,955.654888087872,-90,2,21.69,279,1689,24.953378,81.858604,7.1992981552267400,458.3956814641580,WiFi
Mumbai,405,872,3061,31570,41,63,63,900 MHz,941.8660259159690,-88,1,10.89,494,571,34.103057,79.422247,12.705172127179300,293.21831379882400,WiFi
Mumbai,405,864,6199,31185,33,36,91,1800 MHz,938.4738068025260,-96,7,24.75,325,867,13.18544,91.722813,6.525884441867550,180.3143554567490,Data
Mumbai,405,874,8543,39821,29,13,53,1800 MHz,937.0927684531490,-99,0,27.9,145,1363,27.693317,75.003546,6.149395260635720,135.18728914498300,WiFi
Mumbai,405,868,5533,85464,29,44,3,1800 MHz,939.0007261818250,-72,7,8.02,394,939,29.391588,71.849457,11.100488535131000,55.89249430592340,WiFi
Mumbai,405,874,1462,52340,46,17,37,1800 MHz,958.995971263682,-73,7,19.16,158,580,25.048867,70.821621,11.288260776270400,313.91582592241200,WiFi
Mumbai,405,874,7282,96066,3,8,59,900 MHz,935.881572078361,-78,5,14.01,117,1635,27.290926,78.387859,7.882391153723770,431.9384489485570,Data
Mumbai,405,874,1467,64374,10,38,51,900 MHz,939.5876320777020,-87,3,16.76,88,713,24.040116,83.521676,3.835302330480730,20.76122598329090,WiFi
Mumbai,405,864,1635,99356,47,48,19,900 MHz,949.2232820606930,-101,7,15.62,193,1046,17.767659,93.479016,13.486153082562800,142.24236544057200,Data
Mumbai,405,869,4713,24581,11,41,8,2100 MHz,940.7865964261770,-86,3,25.23870451289310,518,626,19.07296313180890,72.92069081765450,16.861633219035700,261.49243052891500,WiFi
Mumbai,405,864,2343,71386,47,12,60,900 MHz,942.8879604092570,-62,6,13.250728813677900,419,220,19.051654755094200,72.96288254344320,4.0065871766815900,176.12965389590100,Data
Mumbai,405,862,6479,80364,16,49,107,2100 MHz,957.5770109491490,-78,1,10.118898277296300,763,706,19.119898958940300,72.90363606998620,13.773344730488100,150.75314306246500,WiFi
Mumbai,405,862,9500,11045,12,54,33,2100 MHz,942.7579603005450,-104,0,0.1708766002819710,951,117,18.993571103038600,72.91075347764640,14.30674675882370,77.91523547144870,Data
Mumbai,405,872,7462,58971,16,48,99,1800 MHz,951.6289531900800,-94,5,11.748341464704800,586,1472,19.027969181259800,72.92147390859330,9.571044709056700,193.7532509986590,WiFi
Mumbai,405,863,9994,96457,45,17,82,1800 MHz,949.3458554891240,-104,6,9.600478451026950,696,628,19.112896302201700,72.91525810473090,1.6276846179008200,150.9479470498430,Data
Mumbai,405,860,2011,40776,23,45,106,2100 MHz,942.7085835820130,-67,6,0.33959980803920300,483,724,19.086426103503100,72.90200624538140,16.545358025879500,227.7351453432630,Voice
Mumbai,405,870,5452,77812,48,26,100,1800 MHz,957.0193730982710,-96,1,22.568929706790900,989,1904,18.992416543000700,72.97570786464650,11.63098382669090,134.78999443322000,WiFi
Mumbai,405,866,2963,95506,33,49,71,1800 MHz,949.3370853969380,-69,3,2.0332941925587500,122,566,19.034045751056000,72.95059256766490,14.470164483959400,178.9028617644730,WiFi
Mumbai,405,866,7752,54609,48,48,117,1800 MHz,952.6392433144270,-72,5,21.149942668526700,318,480,19.052325167885200,72.84598667431710,7.941584398261180,89.53681109005500,WiFi
Mumbai,405,861,4632,50908,11,39,41,2100 MHz,946.0622830045540,-109,4,1.9686044034171400,803,1089,19.069421610929100,72.89448851055190,13.476198051523500,238.3104386135320,WiFi
Mumbai,405,871,9946,21074,18,5,6,1800 MHz,956.738791626357,-85,6,12.238931080099800,728,1972,19.13897946800530,72.82058098430730,0.31542393751341700,168.90573334115100,Data
Mumbai,405,868,2202,27299,40,22,22,1800 MHz,948.3838796486790,-103,6,24.219571167085300,901,1714,19.0716663404676,72.88347654187080,11.910191201267900,220.64328152422800,Data
Mumbai,405,868,5094,26733,29,25,68,1800 MHz,957.2433061360410,-104,2,24.80576382074840,659,876,19.062635853618400,72.93025777912180,14.916957065063500,71.32687119327310,Voice
Mumbai,405,870,1284,84552,27,57,18,2100 MHz,951.7684584342190,-110,1,19.22421376815180,371,1152,19.075226357034700,72.85758992845310,2.8589035135028100,4.118233158910410,WiFi
Mumbai,405,866,1762,17312,12,45,72,900 MHz,958.1944943628080,-63,0,11.707938477910000,832,1183,19.096741627938400,72.91134841881080,3.266066865219440,137.4398601858270,Voice
Mumbai,405,864,3690,29737,49,48,50,900 MHz,941.9965216217790,-89,4,5.903033729174790,394,937,18.980199152701300,72.91093467709930,18.789238809704400,46.762949251097000,Data
Mumbai,405,873,1597,93780,19,50,9,1800 MHz,948.1753125611080,-79,3,13.959884267253200,341,1530,19.103516588379700,72.87124442875340,3.991035297455400,139.34065360754000,Data
Mumbai,405,865,2981,78804,43,61,68,1800 MHz,946.9964832582580,-78,2,6.611833626057890,986,1349,18.97930495501610,72.95618403635510,8.459337455163600,254.71052596434300,Voice
Mumbai,405,865,5915,12228,33,56,48,900 MHz,949.6733204704380,-61,6,20.906668156591100,76,1679,19.152886551603200,72.89121237233540,16.04706349764090,82.25418116593250,Data
Mumbai,405,868,3054,24355,17,4,124,2100 MHz,946.781483706487,-59,3,19.514967335379500,820,1421,19.124770844646500,72.83439183705240,13.508504024390000,249.84396070369100,Data
Mumbai,405,861,7637,28706,14,4,3,2100 MHz,948.4674283037350,-92,6,7.494976698538840,731,278,19.03942704494190,72.84473307398270,10.375837877075100,286.31025369312600,Data
Mumbai,405,872,3286,35605,11,28,109,1800 MHz,957.3461871846930,-99,5,17.31418738895240,681,262,19.143041691990600,72.78914234871830,13.327197216806400,61.400594222501200,Data
Mumbai,405,872,8436,21002,30,4,27,2100 MHz,945.441911574699,-80,2,12.694853360656900,324,1443,19.053605455293000,72.91318748628880,14.976192720677800,244.32726844212300,WiFi
Mumbai,405,867,6582,46457,27,58,44,1800 MHz,952.065811976465,-69,0,7.3136482421829100,174,587,19.123269901729400,72.95486722207380,4.01601888163664,62.68431940809280,Voice
Mumbai,405,869,3408,75787,17,29,113,2100 MHz,958.158410499167,-82,2,0.7028358241914610,235,1304,19.022954007144000,72.81463635261780,2.0728244767473900,129.18166726434500,WiFi
Mumbai,405,861,5354,85081,15,1,32,900 MHz,943.2820011729950,-100,1,10.936005094180700,154,1287,19.013907146685900,72.93659098520500,9.781831465589320,14.939602463895700,Voice
Mumbai,405,871,2934,88959,39,9,123,2100 MHz,948.1975306164080,-67,0,27.49127120376840,924,1407,19.100333112489800,72.82511300605110,13.153089687064400,261.66077423035500,Voice
Mumbai,405,867,4871,54868,42,40,37,1800 MHz,944.7179431926840,-104,5,4.165830543876470,537,1842,18.98035022651860,72.85429714955410,17.514830209763600,103.50014141631000,WiFi
Mumbai,405,861,3769,82783,37,45,61,2100 MHz,942.7255215379800,-54,2,23.922981163836300,709,1492,19.14222271931270,72.94852485220090,17.766294827533500,209.16586315574900,Data
Mumbai,405,864,3040,62738,27,29,5,900 MHz,953.7439051264250,-86,3,15.486309982063500,285,884,19.058124931519500,72.82877715257110,18.478359192098300,49.69512849103360,Data
Mumbai,405,871,8183,42772,36,5,122,900 MHz,939.8843678985980,-104,4,10.822118542080200,650,1659,19.010870934965700,72.94104129124420,17.868577554448300,184.50348556681900,Data
Mumbai,405,864,1904,17100,25,50,66,1800 MHz,950.2092262578000,-85,6,15.132289540395000,720,561,19.010347738666000,72.96951054713200,7.221771106493100,253.20376376104600,WiFi
Mumbai,405,873,1129,44005,25,52,53,2100 MHz,941.2497574509860,-83,4,17.761921971916400,177,1391,19.068336921611700,72.89528114268460,12.805259135684900,97.4098138889475,Voice
Mumbai,405,862,8135,45374,37,20,7,900 MHz,959.3350397302330,-108,5,8.362663238198380,715,140,18.984629141243500,72.96456115679470,1.6108732608391500,255.79940133006700,WiFi
Mumbai,405,867,5950,41581,44,33,12,1800 MHz,938.0417592193590,-76,6,16.583795564341600,732,1194,19.046153601230200,72.8303075103263,9.870932614168170,229.09521127549800,Voice
Mumbai,405,866,1444,25098,41,14,79,900 MHz,952.0601342545340,-93,3,11.315791067613400,675,797,19.086560805137300,72.80885947683020,11.003380515999500,44.806250711727300,WiFi
Mumbai,405,872,5080,41610,44,22,5,2100 MHz,942.3040153614700,-93,3,10.964692769684000,260,656,19.09607520222150,72.9557847012665,3.8052087440915100,132.22715630136800,WiFi
Mumbai,405,867,3980,44839,27,59,26,900 MHz,957.1693469679270,-74,0,12.250927800946900,312,936,19.162482778496600,72.88203638902890,18.285776247225700,244.80502279585800,Data
Mumbai,405,873,2098,99077,44,5,79,1800 MHz,945.3630559586590,-70,5,6.110719146469930,597,1436,19.16376000848700,72.78287441237710,6.978289594709970,74.22344090483110,WiFi
Mumbai,405,874,7950,90887,43,46,31,1800 MHz,945.7381777890620,-93,6,15.605363096702600,100,1695,19.140774711436400,72.83785070031720,16.498227740087000,132.47351338548700,Voice
Mumbai,405,873,6150,58740,40,7,112,1800 MHz,938.5766282044490,-61,6,15.3008063603834,371,1389,19.131357463261600,72.96939382609020,4.791367535254020,184.17746497480200,WiFi
Mumbai,405,871,5952,65555,37,25,20,900 MHz,958.3333449707450,-96,2,19.954577194082400,625,376,19.050513440164000,72.78352811277390,6.343910971896790,297.7810299558470,WiFi
Mumbai,405,864,2813,71282,12,4,117,1800 MHz,951.1254341431150,-59,3,22.460165570028300,315,985,19.1111238629798,72.86442194549260,8.786480573376140,93.99792573386640,Voice
Mumbai,405,869,3450,41370,13,8,27,900 MHz,945.8220937074060,-73,1,6.554546146977340,352,1675,19.04807046158080,72.82929653868470,19.991865655949700,14.429598531454100,Data
Mumbai,405,874,6265,31698,19,49,51,2100 MHz,945.6231731610570,-98,1,26.12201279275380,610,159,19.112683751888600,72.88830907698420,1.133548198836520,158.08427729757200,Data
Mumbai,405,865,2944,34636,38,58,37,1800 MHz,949.9504669284940,-63,1,12.938582649679300,412,1792,19.093101258280300,72.87669499076310,15.648531872775900,219.287297496983,Data
Mumbai,405,865,6454,98938,27,1,17,1800 MHz,938.086108721678,-81,4,0.7364148034995680,56,378,19.015085573601700,72.81193746389530,3.5276693802113100,177.6803771310390,Voice
Mumbai,405,863,6516,19021,26,28,8,1800 MHz,957.8967883336180,-102,2,7.158366193233510,947,1909,19.034655281246800,72.8893528881069,14.747022753569000,2.6166897805975300,Voice
Mumbai,405,860,3352,84163,16,62,44,2100 MHz,957.9304747327760,-85,5,12.281239159259100,600,1287,19.028729127100900,72.94360275373780,0.6238479943576250,133.7549254558320,WiFi
Mumbai,405,861,6991,85200,27,55,73,900 MHz,951.199770283178,-60,6,27.814456181741000,435,649,18.97789936602970,72.90728430552170,2.729945145645730,81.2184387057193,Voice
Mumbai,405,862,9437,83877,12,28,84,900 MHz,938.3512093516960,-86,4,27.810839365472300,411,1185,19.12025950443340,72.86697167944630,7.337593291088060,29.818483599687200,Data
Mumbai,405,860,6349,39620,19,52,115,900 MHz,941.9005602292560,-68,0,11.05933263353270,206,1886,19.12613775090840,72.8971835042237,3.937944258124490,33.20335025395550,Voice
Mumbai,405,871,8052,92010,42,4,46,1800 MHz,954.6461874482560,-79,4,8.344236047998390,996,253,19.1242881342818,72.9026240864502,11.006348376706900,148.57670600996600,Data
Mumbai,405,861,9885,17612,38,2,29,900 MHz,958.9594371401270,-110,6,28.415413514829800,209,1259,19.023120359478700,72.82517070243160,15.284473895271400,41.02376762637880,Data
Pune,405,864,8371,91842,30,14,38,900 MHz,956.6599889751610,-68,5,27.76,294,877,27.190761,70.172569,3.108446836262800,118.5309391595500,WiFi
Pune,405,868,2714,52299,18,1,48,1800 MHz,935.0359793189830,-102,5,21.34,83,602,13.362817,69.770175,1.0110891608352200,355.3210860072070,WiFi
Pune,405,868,7638,22739,31,21,59,1800 MHz,949.4923053956880,-102,0,18.18,389,772,20.909808,85.936434,4.167588342587290,231.73757901429100,Data
Pune,405,864,6091,82371,10,24,14,900 MHz,953.6349303192270,-95,6,11.42,477,1843,17.346133,69.53533,10.16774037208830,114.42304366623500,WiFi
Pune,405,864,6266,82838,19,3,42,1800 MHz,941.487460289848,-84,5,5.05,168,1589,25.638516,91.632716,9.880228434516850,306.45133072671900,Data
Pune,405,868,1306,17022,20,41,105,1800 MHz,954.9453520337310,-89,4,26.93,159,1339,17.099917,77.506916,10.652172853091000,434.55986729718000,WiFi
Pune,405,868,5987,26260,2,19,92,1800 MHz,941.294636115044,-90,2,17.82,62,960,15.051583,70.904655,9.261191743513210,454.1896954523370,Data
Pune,405,874,6878,28700,34,24,106,1800 MHz,935.3558941140360,-92,7,10.21,350,442,17.145894,91.010201,1.49365420757537,138.37105414844200,Data
Pune,405,864,9592,27543,4,24,118,1800 MHz,938.6379190570860,-105,1,11.21,374,370,8.932134,86.741876,1.946556593555700,292.2868359488930,Data
Pune,405,864,6307,85261,29,61,107,900 MHz,955.279845525709,-76,1,19.12,496,393,8.402693,81.846957,7.075566844219780,102.16653316519400,WiFi
Pune,405,868,6862,35335,2,40,95,900 MHz,946.2250314703310,-86,6,18.65,238,826,23.172955,89.707578,8.719054982308500,181.5431749075830,Data
Pune,405,868,8444,45029,30,12,48,900 MHz,950.4710208549140,-98,4,19.71,296,952,33.389908,73.682103,14.04840242577780,115.15350913324600,Data
Pune,405,874,7417,12774,18,45,119,1800 MHz,959.0527466983580,-96,6,16.48,172,567,15.812154,85.139136,16.032187937399000,71.5071323792138,WiFi
Pune,405,872,1334,47038,45,23,118,1800 MHz,954.4250070504330,-82,7,20.37,427,479,27.836521,70.012473,8.88291865885493,273.1785462297460,Data
Pune,405,868,6378,72088,16,19,124,1800 MHz,942.0425865810840,-72,6,24.21,145,1367,12.00438,79.714925,8.542819662795820,69.99339512384430,Data
Pune,405,868,6924,76869,43,22,73,900 MHz,952.4754499449660,-70,3,6.3,221,213,26.979757,93.070681,0.0373925991258405,489.4673111368020,Data
Pune,405,872,7098,29014,43,14,79,900 MHz,957.6374208305480,-107,2,14.42,71,264,23.124295,73.965323,6.711863825446260,113.38169912261300,WiFi
Pune,405,864,5035,84054,24,7,63,900 MHz,938.8225518833270,-82,3,8.12,435,1605,11.436025,96.883297,15.386662962142600,471.19966901542200,WiFi
Pune,405,868,2283,93731,5,27,107,1800 MHz,954.4455343672120,-92,3,29.92,232,837,30.359765,85.783133,7.163503227221500,383.5285253299940,Data
Pune,405,864,2516,63293,28,46,59,900 MHz,946.1568224940800,-93,4,11.66,400,1150,34.326761,68.009425,15.310974381995100,139.13236018282300,WiFi
Pune,405,874,7839,50819,48,57,83,900 MHz,936.1864573596550,-92,2,15.79,129,771,20.185875,71.294551,3.086420424578320,350.87969371258600,WiFi
Pune,405,868,5387,80075,45,32,62,1800 MHz,959.4228963884360,-78,5,26.93,444,880,12.727089,75.044711,17.740850660802500,215.35369380746900,Data
Pune,405,868,3720,22826,35,48,16,1800 MHz,954.1820402644140,-85,2,14.47,269,500,23.543179,81.235681,10.100596913282800,387.8332591067660,Data
Pune,405,872,8687,58862,44,42,19,1800 MHz,950.3247585886890,-102,4,5.69,184,1757,14.893559,82.467496,2.738625737156680,1.0004046539434700,WiFi
Pune,405,868,8118,54430,46,50,40,1800 MHz,954.0528295762060,-86,6,23.95,464,420,22.974677,84.194552,10.2988547128488,407.7856286385990,Data
Pune,405,872,9651,54383,11,48,80,1800 MHz,955.217461458314,-69,3,19.59,435,294,32.672284,91.728398,19.096248471757600,350.63178889403400,WiFi
Pune,405,864,1812,88795,4,2,28,1800 MHz,959.8861642386220,-103,1,19.14,171,1170,26.886338,76.930922,16.92780739754160,477.19511190814500,WiFi
Pune,405,872,1274,47395,3,50,62,1800 MHz,945.3140223250060,-78,3,26.21,399,726,29.355748,81.461416,0.1252803106540010,310.1917314951570,WiFi
Pune,405,868,2706,14475,20,3,92,900 MHz,942.0390173153140,-105,3,20.69,333,950,21.78082,89.851239,13.62678900240700,377.0506598781390,Data
Pune,405,868,6466,73560,44,19,37,1800 MHz,946.6426340015610,-82,0,12.2,244,996,23.409627,87.515056,16.72873500692070,435.0224789040650,Data
Pune,405,864,5295,44098,33,0,98,1800 MHz,956.0530999117380,-84,5,25.01,162,875,8.658455,71.575255,9.983656038379040,483.9212293700540,WiFi
Pune,405,868,6030,85736,47,11,15,1800 MHz,950.0050209404980,-83,2,28.02,150,450,31.349684,92.022179,3.6270590748309500,281.2642994034180,WiFi
Pune,405,872,3945,72600,28,48,75,1800 MHz,958.0298910211620,-77,4,14.66,318,1604,19.627899,69.335953,12.18311246107540,106.79047641146600,Data
Pune,405,864,2082,98493,41,3,111,900 MHz,955.0024931563610,-87,2,23.44,245,877,33.86957,80.232721,12.21248032484930,9.51142505711189,WiFi
